feeder,topology,portfolio,native_dc_share,converter_efficiency,spatial_allocations,all_ac_count,hybrid_count,root_dc_count,mean_dc_bus_fraction,mean_dc_energy_fraction,mean_loss_change_pct,median_loss_change_pct,minimum_loss_change_pct,maximum_loss_change_pct,distinct_boundary_signatures,all_ac_pct,hybrid_pct,root_dc_pct
suburban,original,K0,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K0,0.5,0.98,3,0,3,0,0.08730158730158728,0.27379052647085367,-14.566398666526453,-14.250403350439871,-17.889573917784958,-11.559218731354532,3,0.0,100.0,0.0
suburban,original,K0,0.5,0.99,3,0,3,0,0.11904761904761903,0.28635416150089177,-28.160112612777777,-28.125131409647725,-30.99181040287683,-25.363396025808765,3,0.0,100.0,0.0
suburban,original,K0,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K0,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K0,0.75,0.98,3,0,3,0,0.29365079365079366,0.49186407883900013,-20.829073883139277,-24.318115038092394,-26.04901521219099,-12.120091399134445,3,0.0,100.0,0.0
suburban,original,K0,0.75,0.99,3,0,3,0,0.5158730158730159,0.6490343527720532,-42.26927669998522,-44.234849380222315,-44.652072979337255,-37.920907740396096,3,0.0,100.0,0.0
suburban,original,K0,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K0,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K0,1.0,0.98,3,0,0,3,1.0,1.0,-36.526458878428436,-36.526458878428436,-36.52645887842845,-36.526458878428436,1,0.0,0.0,100.0
suburban,original,K0,1.0,0.99,3,0,0,3,1.0,1.0,-59.923406705817435,-59.92340670581744,-59.92340670581744,-59.92340670581743,1,0.0,0.0,100.0
suburban,original,K1,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.25,0.98,3,2,1,0,0.023809523809523808,0.03741146745342728,-2.4984352695618237,0.0,-7.495305808685471,0.0,2,66.66666666666666,33.33333333333333,0.0
suburban,original,K1,0.25,0.99,3,1,2,0,0.05555555555555555,0.07247051362386704,-7.671952398114709,-6.16968270260633,-16.8461744917378,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,original,K1,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.5,0.98,3,0,3,0,0.08730158730158728,0.27379052647085367,-12.875469183834499,-12.740451763140973,-16.262000974887,-9.623954813475525,3,0.0,100.0,0.0
suburban,original,K1,0.5,0.99,3,0,3,0,0.11904761904761903,0.28635416150089177,-26.142031565849646,-25.833866813729117,-29.04288285623072,-23.549345027589094,3,0.0,100.0,0.0
suburban,original,K1,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,0.75,0.98,3,0,3,0,0.29365079365079366,0.49186407883900013,-19.017150820756623,-22.40058240936755,-24.277982490849784,-10.372887562052535,3,0.0,100.0,0.0
suburban,original,K1,0.75,0.99,3,0,3,0,0.5158730158730159,0.6490343527720532,-39.69004934024263,-42.19773419619594,-42.36656399095122,-34.50584983358072,3,0.0,100.0,0.0
suburban,original,K1,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K1,1.0,0.98,3,0,0,3,1.0,1.0,-34.01499898398442,-34.01499898398442,-34.01499898398442,-34.01499898398442,1,0.0,0.0,100.0
suburban,original,K1,1.0,0.99,3,0,0,3,1.0,1.0,-57.30453295162754,-57.30453295162754,-57.30453295162754,-57.30453295162754,1,0.0,0.0,100.0
suburban,original,K2,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.25,0.98,3,2,1,0,0.023809523809523808,0.03741146745342728,-2.5765717675245763,0.0,-7.729715302573729,0.0,2,66.66666666666666,33.33333333333333,0.0
suburban,original,K2,0.25,0.99,3,1,2,0,0.05555555555555555,0.07247051362386704,-7.694418091235831,-6.435580258848045,-16.647674014859447,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,original,K2,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.5,0.98,3,0,3,0,0.08730158730158728,0.27379052647085367,-13.147146172714665,-12.933534026903354,-16.379798816234736,-10.128105675005907,3,0.0,100.0,0.0
suburban,original,K2,0.5,0.99,3,0,3,0,0.11904761904761903,0.28635416150089177,-26.025997065538615,-25.84542014656649,-28.78992971266368,-23.442641337385663,3,0.0,100.0,0.0
suburban,original,K2,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,0.75,0.98,3,0,3,0,0.29365079365079366,0.49186407883900013,-19.59300092241288,-23.17570182607833,-24.72190508871666,-10.881395852443653,3,0.0,100.0,0.0
suburban,original,K2,0.75,0.99,3,0,3,0,0.5158730158730159,0.6490343527720532,-40.22795184288072,-42.47420074806786,-42.53586713183257,-35.67378764874174,3,0.0,100.0,0.0
suburban,original,K2,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K2,1.0,0.98,3,0,0,3,1.0,1.0,-35.415473144094236,-35.415473144094236,-35.415473144094236,-35.415473144094236,1,0.0,0.0,100.0
suburban,original,K2,1.0,0.99,3,0,0,3,1.0,1.0,-58.253785172377285,-58.253785172377285,-58.253785172377285,-58.253785172377285,1,0.0,0.0,100.0
suburban,original,K3,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.25,0.98,3,2,1,0,0.023809523809523808,0.03741146745342728,-2.687226132839669,0.0,-8.061678398519007,0.0,2,66.66666666666666,33.33333333333333,0.0
suburban,original,K3,0.25,0.99,3,1,2,0,0.05555555555555555,0.07247051362386704,-8.034284540688576,-6.708201204729905,-17.394652417335827,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,original,K3,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.5,0.98,3,0,3,0,0.08730158730158728,0.27379052647085367,-13.431403594025221,-13.219072272839966,-16.745412284767554,-10.329726224468143,3,0.0,100.0,0.0
suburban,original,K3,0.5,0.99,3,0,3,0,0.11904761904761903,0.28635416150089177,-26.647144496500527,-26.458903398179263,-29.480003070682404,-24.002527020639903,3,0.0,100.0,0.0
suburban,original,K3,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,0.75,0.98,3,0,3,0,0.29365079365079366,0.49186407883900013,-19.717277618529433,-23.199959481114295,-24.91951257567303,-11.03236079880098,3,0.0,100.0,0.0
suburban,original,K3,0.75,0.99,3,0,3,0,0.5158730158730159,0.6490343527720532,-40.58565183952121,-42.851735532906176,-43.0500894759212,-35.85513050973626,3,0.0,100.0,0.0
suburban,original,K3,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,original,K3,1.0,0.98,3,0,0,3,1.0,1.0,-35.20067369126187,-35.20067369126187,-35.20067369126187,-35.20067369126187,1,0.0,0.0,100.0
suburban,original,K3,1.0,0.99,3,0,0,3,1.0,1.0,-58.35921326711692,-58.359213267116914,-58.359213267116914,-58.359213267116914,1,0.0,0.0,100.0
suburban,synthetic_mst,K0,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.25,0.98,3,1,2,0,0.031746031746031744,0.032437826725537654,-2.1850508991661943,-0.7426326661344301,-5.812520031364153,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K0,0.25,0.99,3,1,2,0,0.07142857142857142,0.07016470513994737,-6.9868206592687585,-8.978716041987362,-11.981745935818916,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K0,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.5,0.98,3,0,3,0,0.08730158730158728,0.18700660662884958,-8.202633548590676,-3.4590135230232124,-18.03334341979927,-3.1155437029495454,3,0.0,100.0,0.0
suburban,synthetic_mst,K0,0.5,0.99,3,0,3,0,0.14285714285714285,0.26509087563324796,-18.64894768722101,-13.348525716741785,-30.871427087014908,-11.72689025790634,3,0.0,100.0,0.0
suburban,synthetic_mst,K0,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,0.75,0.98,3,0,3,0,0.23809523809523805,0.2625122994921688,-8.19218755320662,-6.736953004151877,-13.352881631547382,-4.486728023920605,3,0.0,100.0,0.0
suburban,synthetic_mst,K0,0.75,0.99,3,0,3,0,0.7380952380952381,0.7840791276065334,-30.851271766960565,-30.61242453883705,-31.477933808517555,-30.463456953527096,3,0.0,100.0,0.0
suburban,synthetic_mst,K0,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K0,1.0,0.98,3,0,0,3,1.0,1.0,-39.560935944630174,-39.560935944630174,-39.560935944630174,-39.560935944630174,1,0.0,0.0,100.0
suburban,synthetic_mst,K0,1.0,0.99,3,0,0,3,1.0,1.0,-61.69845275843742,-61.698452758437426,-61.698452758437426,-61.698452758437426,1,0.0,0.0,100.0
suburban,synthetic_mst,K1,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.25,0.98,3,1,2,0,0.031746031746031744,0.032437826725537654,-1.7208190729039254,-0.4608035138736639,-4.701653704838113,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K1,0.25,0.99,3,1,2,0,0.07142857142857142,0.07016470513994737,-5.809816529749107,-7.031425210488643,-10.39802437875868,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K1,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.5,0.98,3,0,3,0,0.07936507936507936,0.1837261003882967,-7.048898921170355,-2.8282719528199993,-16.522415962651323,-1.796008848039744,3,0.0,100.0,0.0
suburban,synthetic_mst,K1,0.5,0.99,3,0,3,0,0.14285714285714285,0.26509087563324796,-16.59683305952805,-11.735256839126786,-28.860950058665676,-9.19429228079169,3,0.0,100.0,0.0
suburban,synthetic_mst,K1,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,0.75,0.98,3,0,3,0,0.23809523809523805,0.2625122994921688,-7.0083805982479745,-5.445956999862955,-12.160494396228863,-3.4186903986521044,3,0.0,100.0,0.0
suburban,synthetic_mst,K1,0.75,0.99,3,0,3,0,0.7380952380952381,0.7840791276065334,-28.095684830101437,-27.8105756680728,-28.746593012105464,-27.729885810126042,3,0.0,100.0,0.0
suburban,synthetic_mst,K1,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K1,1.0,0.98,3,0,0,3,1.0,1.0,-37.64737278153072,-37.64737278153072,-37.64737278153072,-37.64737278153072,1,0.0,0.0,100.0
suburban,synthetic_mst,K1,1.0,0.99,3,0,0,3,1.0,1.0,-59.588599035895335,-59.58859903589534,-59.58859903589534,-59.58859903589534,1,0.0,0.0,100.0
suburban,synthetic_mst,K2,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.25,0.98,3,1,2,0,0.031746031746031744,0.032437826725537654,-1.710545525315122,-0.5184435038313631,-4.6131930721140035,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K2,0.25,0.99,3,1,2,0,0.07142857142857142,0.07016470513994737,-5.61825404854941,-7.004915100789246,-9.849847044858985,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K2,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.5,0.98,3,0,3,0,0.08730158730158728,0.18700660662884958,-7.067662714750683,-2.893047334741376,-16.041428082685595,-2.268512726825079,3,0.0,100.0,0.0
suburban,synthetic_mst,K2,0.5,0.99,3,0,3,0,0.14285714285714285,0.26509087563324796,-16.321434746967615,-11.593115458241583,-27.710630369642924,-9.66055841301834,3,0.0,100.0,0.0
suburban,synthetic_mst,K2,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,0.75,0.98,3,0,3,0,0.23809523809523805,0.2625122994921688,-7.178288423198398,-5.755840540909644,-12.084217546476665,-3.694807182208886,3,0.0,100.0,0.0
suburban,synthetic_mst,K2,0.75,0.99,3,0,3,0,0.7380952380952381,0.7840791276065334,-29.62061903646048,-29.945480214724284,-30.050467601596075,-28.86590929306107,3,0.0,100.0,0.0
suburban,synthetic_mst,K2,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K2,1.0,0.98,3,0,0,3,1.0,1.0,-38.903705645804926,-38.90370564580492,-38.90370564580493,-38.90370564580492,1,0.0,0.0,100.0
suburban,synthetic_mst,K2,1.0,0.99,3,0,0,3,1.0,1.0,-60.03817639293985,-60.03817639293986,-60.03817639293986,-60.03817639293986,1,0.0,0.0,100.0
suburban,synthetic_mst,K3,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.25,0.98,3,1,2,0,0.031746031746031744,0.032437826725537654,-1.837824978387939,-0.5559944391416872,-4.9574804960221295,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K3,0.25,0.99,3,1,2,0,0.07142857142857142,0.07016470513994737,-6.043869830888447,-7.528484259966291,-10.603125232699048,0.0,3,33.33333333333333,66.66666666666666,0.0
suburban,synthetic_mst,K3,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.5,0.98,3,0,3,0,0.08730158730158728,0.18700660662884958,-7.370628823260481,-3.0202223463275004,-16.748500686087027,-2.343163437366914,3,0.0,100.0,0.0
suburban,synthetic_mst,K3,0.5,0.99,3,0,3,0,0.14285714285714285,0.26509087563324796,-17.042727467980733,-12.113120665777917,-28.97429081757753,-10.040770920586754,3,0.0,100.0,0.0
suburban,synthetic_mst,K3,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,0.75,0.98,3,0,3,0,0.23809523809523805,0.2625122994921688,-7.389140052481717,-5.906230983217898,-12.45457887316851,-3.8066103010587438,3,0.0,100.0,0.0
suburban,synthetic_mst,K3,0.75,0.99,3,0,3,0,0.7380952380952381,0.7840791276065334,-29.391433839642875,-29.378286995697632,-29.525616835251018,-29.270397687979976,3,0.0,100.0,0.0
suburban,synthetic_mst,K3,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
suburban,synthetic_mst,K3,1.0,0.98,3,0,0,3,1.0,1.0,-38.61855068115133,-38.61855068115133,-38.61855068115133,-38.61855068115133,1,0.0,0.0,100.0
suburban,synthetic_mst,K3,1.0,0.99,3,0,0,3,1.0,1.0,-60.32248949930729,-60.32248949930729,-60.32248949930729,-60.32248949930729,1,0.0,0.0,100.0
urban,original,K0,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.25,0.98,3,0,3,0,0.04678362573099415,0.10196128190691599,-11.753541120307952,-6.250994507016999,-27.04125809659539,-1.9683707573114717,3,0.0,100.0,0.0
urban,original,K0,0.25,0.99,3,0,3,0,0.06432748538011696,0.142534596106119,-23.210646733628295,-18.892782645090897,-46.206233297135185,-4.5329242586588085,3,0.0,100.0,0.0
urban,original,K0,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.5,0.98,3,0,3,0,0.16374269005847952,0.2434131877590203,-13.539473493496265,-10.225998616292884,-26.025528704081918,-4.366893160113989,3,0.0,100.0,0.0
urban,original,K0,0.5,0.99,3,0,3,0,0.21052631578947367,0.3064016484883904,-29.142727648598527,-21.83408958622073,-45.20558848420076,-20.3885048753741,3,0.0,100.0,0.0
urban,original,K0,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,0.75,0.98,3,0,3,0,0.3625730994152046,0.44957979160752465,-16.680040714735348,-15.161471865244863,-21.6722495946045,-13.206400684356682,3,0.0,100.0,0.0
urban,original,K0,0.75,0.99,3,0,3,0,0.584795321637427,0.6581032686760167,-36.44232125103445,-35.2920104669841,-39.484517077418815,-34.55043620870043,3,0.0,100.0,0.0
urban,original,K0,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K0,1.0,0.98,3,0,0,3,1.0,1.0,-33.549663065917066,-33.549663065917066,-33.54966306591708,-33.54966306591706,1,0.0,0.0,100.0
urban,original,K0,1.0,0.99,3,0,0,3,1.0,1.0,-57.77578642294296,-57.77578642294296,-57.775786422942964,-57.77578642294296,1,0.0,0.0,100.0
urban,original,K1,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.25,0.98,3,0,3,0,0.04678362573099415,0.10196128190691599,-10.346856041139825,-5.052271659360312,-24.623218077125664,-1.3650783869334964,3,0.0,100.0,0.0
urban,original,K1,0.25,0.99,3,0,3,0,0.06432748538011696,0.142534596106119,-21.458710280099627,-16.803663877536398,-43.65999048056703,-3.9124764821954585,3,0.0,100.0,0.0
urban,original,K1,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
