ablation,feeder,topology,portfolio,cells,all_ac_pct,hybrid_pct,root_dc_pct,mean_dc_bus_fraction,mean_dc_energy_fraction,mean_boundary_count,mean_loss_change_pct,architecture_change_pct,boundary_change_pct,mean_loss_contrast_change_pct_points
baseline,urban,original,K1,60,60.0,30.0,10.0,0.17076023391812864,0.19469803560160653,2.066666666666667,-10.192716179151013,0.0,0.0,0.0
baseline,urban,original,K2,60,60.0,30.0,10.0,0.17163742690058478,0.19509968872719935,2.1166666666666667,-10.515757085981427,0.0,0.0,0.0
baseline,urban,original,K3,60,60.0,30.0,10.0,0.17163742690058478,0.19509968872719935,2.1166666666666667,-10.557707761734736,0.0,0.0,0.0
baseline,urban,synthetic_mst,K0,60,60.0,30.0,10.0,0.17894736842105263,0.18978911886334068,1.2166666666666666,-8.755966345546447,0.0,0.0,0.0
baseline,urban,synthetic_mst,K1,60,60.0,30.0,10.0,0.17690058479532164,0.18632339980964593,1.1666666666666667,-8.006468976993713,0.0,0.0,0.0
baseline,urban,synthetic_mst,K2,60,60.0,30.0,10.0,0.17894736842105263,0.18978911886334068,1.2166666666666666,-8.230074324693323,0.0,0.0,0.0
baseline,urban,synthetic_mst,K3,60,60.0,30.0,10.0,0.17690058479532164,0.18632339980964593,1.1666666666666667,-8.26566594129926,0.0,0.0,0.0
electrical_ideal_conversion,rural,original,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,11.154812705222605
electrical_ideal_conversion,rural,original,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.404581905846241
electrical_ideal_conversion,rural,original,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.692284985418716
electrical_ideal_conversion,rural,original,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.711991734592893
electrical_ideal_conversion,rural,synthetic_mst,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.567496173463
electrical_ideal_conversion,rural,synthetic_mst,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38.333333333333336,38.333333333333336,8.841175528465767
electrical_ideal_conversion,rural,synthetic_mst,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.081560895391004
electrical_ideal_conversion,rural,synthetic_mst,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.120586763702647
electrical_ideal_conversion,suburban,original,K0,60,0.0,100.0,0.0,0.21428571428571427,0.7241359622557202,1.0,-45.2212920811958,75.0,100.0,-34.50267804707792
electrical_ideal_conversion,suburban,original,K1,60,0.0,100.0,0.0,0.21428571428571427,0.7241359622557202,1.0,-45.2212920811958,75.0,100.0,-35.260561055497206
electrical_ideal_conversion,suburban,original,K2,60,0.0,100.0,0.0,0.21428571428571427,0.7241359622557202,1.0,-45.23748645449401,75.0,100.0,-35.09076924555507
electrical_ideal_conversion,suburban,original,K3,60,0.0,100.0,0.0,0.21428571428571427,0.7241359622557202,1.0,-45.22854081034656,75.0,100.0,-34.995397051322385
electrical_ideal_conversion,suburban,synthetic_mst,K0,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.63772159232028,90.0,90.0,-39.82140655144621
electrical_ideal_conversion,suburban,synthetic_mst,K1,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.63772159232028,90.0,90.0,-40.46190135086394
electrical_ideal_conversion,suburban,synthetic_mst,K2,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.648857411783275,90.0,90.0,-40.32592308508395
electrical_ideal_conversion,suburban,synthetic_mst,K3,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.64768028591604,90.0,90.0,-40.246847027261
electrical_ideal_conversion,urban,original,K0,60,0.0,100.0,0.0,0.3157894736842105,0.3434237592093266,1.0,-31.233281770993855,70.0,100.0,-20.12857174846081
electrical_ideal_conversion,urban,original,K1,60,0.0,100.0,0.0,0.3157894736842105,0.3434237592093266,1.0,-31.218908844790693,70.0,100.0,-21.026192665639677
electrical_ideal_conversion,urban,original,K2,60,0.0,100.0,0.0,0.3157894736842105,0.3434237592093266,1.0,-31.25086534904509,70.0,100.0,-20.73510826306366
electrical_ideal_conversion,urban,original,K3,60,0.0,100.0,0.0,0.3157894736842105,0.3434237592093266,1.0,-31.239895403494327,70.0,100.0,-20.68218764175959
electrical_ideal_conversion,urban,synthetic_mst,K0,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.640782348021425,90.0,90.0,-39.88481600247498
electrical_ideal_conversion,urban,synthetic_mst,K1,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.64638638494082,90.0,90.0,-40.63991740794711
electrical_ideal_conversion,urban,synthetic_mst,K2,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.651103010697675,90.0,90.0,-40.42102868600435
electrical_ideal_conversion,urban,synthetic_mst,K3,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.638434679100314,90.0,90.0,-40.37276873780105
full_ideal_converter,rural,original,K0,60,0.0,0.0,100.0,1.0,1.0,4.0,-48.657777777777774,90.0,90.0,-37.50296507255517
full_ideal_converter,rural,original,K1,60,0.0,0.0,100.0,1.0,1.0,4.0,-48.657777777777795,90.0,90.0,-38.25319587193155
full_ideal_converter,rural,original,K2,60,0.0,0.0,100.0,1.0,1.0,4.0,-48.65777777777779,90.0,90.0,-37.96549279235907
full_ideal_converter,rural,original,K3,60,0.0,0.0,100.0,1.0,1.0,4.0,-48.614145154530384,90.0,90.0,-37.90215341993749
full_ideal_converter,rural,synthetic_mst,K0,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.61282410683766,90.0,90.0,-39.04532793337466
full_ideal_converter,rural,synthetic_mst,K1,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.61282410683764,90.0,90.0,-39.77164857837189
full_ideal_converter,rural,synthetic_mst,K2,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.63527654118544,90.0,90.0,-39.55371564579444
full_ideal_converter,rural,synthetic_mst,K3,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.62455584175697,90.0,90.0,-39.503969078054325
full_ideal_converter,suburban,original,K0,60,0.0,0.0,100.0,1.0,1.0,3.0,-48.615922059555835,90.0,90.0,-37.897308025437965
full_ideal_converter,suburban,original,K1,60,0.0,0.0,100.0,1.0,1.0,3.0,-48.60393261026324,90.0,90.0,-38.64320158456465
full_ideal_converter,suburban,original,K2,60,0.0,0.0,100.0,1.0,1.0,3.0,-48.64762292330956,90.0,90.0,-38.500905714370624
full_ideal_converter,suburban,original,K3,60,0.0,0.0,100.0,1.0,1.0,3.0,-48.64370786708946,90.0,90.0,-38.41056410806529
full_ideal_converter,suburban,synthetic_mst,K0,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.63772159232028,90.0,90.0,-39.82140655144621
full_ideal_converter,suburban,synthetic_mst,K1,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.63772159232028,90.0,90.0,-40.46190135086394
full_ideal_converter,suburban,synthetic_mst,K2,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.648857411783275,90.0,90.0,-40.32592308508395
full_ideal_converter,suburban,synthetic_mst,K3,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.64768028591604,90.0,90.0,-40.246847027261
full_ideal_converter,urban,original,K0,60,0.0,0.0,100.0,1.0,1.0,7.0,-48.56741966593381,90.0,90.0,-37.46270964340077
full_ideal_converter,urban,original,K1,60,0.0,0.0,100.0,1.0,1.0,7.0,-48.560606720097454,90.0,90.0,-38.36789054094644
full_ideal_converter,urban,original,K2,60,0.0,0.0,100.0,1.0,1.0,7.0,-48.59577786387364,90.0,90.0,-38.080020777892216
full_ideal_converter,urban,original,K3,60,0.0,0.0,100.0,1.0,1.0,7.0,-48.56873450707744,90.0,90.0,-38.011026745342704
full_ideal_converter,urban,synthetic_mst,K0,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.640782348021425,90.0,90.0,-39.88481600247498
full_ideal_converter,urban,synthetic_mst,K1,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.64638638494082,90.0,90.0,-40.63991740794711
full_ideal_converter,urban,synthetic_mst,K2,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.651103010697675,90.0,90.0,-40.42102868600435
full_ideal_converter,urban,synthetic_mst,K3,60,0.0,0.0,100.0,1.0,1.0,1.0,-48.638434679100314,90.0,90.0,-40.37276873780105
no_boundary_efficiency_loss,rural,original,K0,60,20.0,60.0,20.0,0.4461538461538462,0.481347858205735,3.2,-49.700812585239504,45.0,65.0,-38.5459998800169
no_boundary_efficiency_loss,rural,original,K1,60,20.0,60.0,20.0,0.45641025641025645,0.4871829129302689,3.066666666666667,-46.66922894382314,45.0,65.0,-36.26464703797691
no_boundary_efficiency_loss,rural,original,K2,60,20.0,60.0,20.0,0.45641025641025645,0.4871829129302689,3.066666666666667,-47.68175993504249,45.0,65.0,-36.98947494962378
no_boundary_efficiency_loss,rural,original,K3,60,20.0,60.0,20.0,0.45641025641025645,0.4871829129302689,3.066666666666667,-47.82770923562817,45.0,65.0,-37.115717501035284
no_boundary_efficiency_loss,rural,synthetic_mst,K0,60,20.0,60.0,20.0,0.47692307692307695,0.47823186358284153,2.066666666666667,-40.686987655631164,40.0,58.333333333333336,-31.119491482168165
no_boundary_efficiency_loss,rural,synthetic_mst,K1,60,20.0,60.0,20.0,0.4512820512820513,0.45383685193008677,2.0,-38.182282108207026,41.66666666666667,61.66666666666667,-29.34110657974126
no_boundary_efficiency_loss,rural,synthetic_mst,K2,60,20.0,60.0,20.0,0.47692307692307695,0.47823186358284153,2.066666666666667,-38.9641609467016,40.0,61.66666666666667,-29.882600051310597
no_boundary_efficiency_loss,rural,synthetic_mst,K3,60,20.0,60.0,20.0,0.47692307692307695,0.47823186358284153,2.066666666666667,-39.17829595875794,40.0,61.66666666666667,-30.057709195055292
no_boundary_efficiency_loss,suburban,original,K0,60,20.0,60.0,20.0,0.43174603174603177,0.46367620944485005,3.3333333333333335,-45.671389446827995,45.0,66.66666666666666,-34.952775412710125
no_boundary_efficiency_loss,suburban,original,K1,60,20.0,60.0,20.0,0.42539682539682544,0.457532127506622,3.1333333333333333,-42.929024964589544,45.0,66.66666666666666,-32.96829393889096
no_boundary_efficiency_loss,suburban,original,K2,60,20.0,60.0,20.0,0.43174603174603177,0.46367620944485005,3.3333333333333335,-43.14739398972423,45.0,66.66666666666666,-33.00067678078529
no_boundary_efficiency_loss,suburban,original,K3,60,20.0,60.0,20.0,0.43174603174603177,0.46367620944485005,3.3333333333333335,-43.77422037323984,45.0,66.66666666666666,-33.541076614215676
no_boundary_efficiency_loss,suburban,synthetic_mst,K0,60,26.666666666666668,53.333333333333336,20.0,0.45873015873015877,0.46313266270232245,3.1333333333333333,-41.008309497168405,36.666666666666664,63.33333333333333,-32.19199445629433
no_boundary_efficiency_loss,suburban,synthetic_mst,K1,60,26.666666666666668,53.333333333333336,20.0,0.45396825396825397,0.4595846320926085,2.6,-37.9668346175349,36.666666666666664,61.66666666666667,-29.791014376078554
no_boundary_efficiency_loss,suburban,synthetic_mst,K2,60,26.666666666666668,53.333333333333336,20.0,0.46031746031746035,0.4710456774890662,3.0,-38.186863789728555,36.666666666666664,61.66666666666667,-29.86392946302923
no_boundary_efficiency_loss,suburban,synthetic_mst,K3,60,26.666666666666668,53.333333333333336,20.0,0.46031746031746035,0.4710456774890662,3.0,-38.91851207770101,36.666666666666664,61.66666666666667,-30.51767881904597
no_boundary_efficiency_loss,urban,original,K0,60,20.0,60.0,20.0,0.42923976608187137,0.480011962694987,5.933333333333334,-48.14262510642033,40.0,65.0,-37.037915083887285
no_boundary_efficiency_loss,urban,original,K1,60,20.0,60.0,20.0,0.42923976608187137,0.480011962694987,5.666666666666667,-45.07011004085645,40.0,65.0,-34.87739386170543
no_boundary_efficiency_loss,urban,original,K2,60,20.0,60.0,20.0,0.42923976608187137,0.480011962694987,5.933333333333334,-45.98278438713918,40.0,65.0,-35.46702730115775
no_boundary_efficiency_loss,urban,original,K3,60,20.0,60.0,20.0,0.42923976608187137,0.480011962694987,5.933333333333334,-46.24426618771103,40.0,65.0,-35.686558425976294
no_boundary_efficiency_loss,urban,synthetic_mst,K0,60,20.0,60.0,20.0,0.4327485380116959,0.46464358645871706,4.2,-40.702151797434894,40.0,68.33333333333333,-31.946185451888446
no_boundary_efficiency_loss,urban,synthetic_mst,K1,60,20.0,60.0,20.0,0.4304093567251462,0.46389905727055436,3.8,-37.97517414093759,40.0,68.33333333333333,-29.968705163943874
no_boundary_efficiency_loss,urban,synthetic_mst,K2,60,20.0,60.0,20.0,0.4304093567251462,0.46389905727055436,4.066666666666666,-38.04511549592532,40.0,68.33333333333333,-29.815041171232004
no_boundary_efficiency_loss,urban,synthetic_mst,K3,60,20.0,60.0,20.0,0.4304093567251462,0.46389905727055436,4.066666666666666,-38.73111389258248,40.0,68.33333333333333,-30.46544795128322
no_boundary_electrical_loss,rural,original,K0,60,20.0,60.0,20.0,0.5076923076923078,0.5185066620541615,4.466666666666667,-72.06482233573186,45.0,70.0,-60.91000963050926
no_boundary_electrical_loss,rural,original,K1,60,20.0,60.0,20.0,0.5076923076923078,0.5185066620541615,4.466666666666667,-71.9467682632323,45.0,70.0,-61.542186357386065
no_boundary_electrical_loss,rural,original,K2,60,20.0,60.0,20.0,0.5076923076923078,0.5185066620541615,4.466666666666667,-71.44865090752587,45.0,70.0,-60.75636592210715
no_boundary_electrical_loss,rural,original,K3,60,20.0,60.0,20.0,0.5076923076923078,0.5185066620541615,4.466666666666667,-71.80306637006171,45.0,70.0,-61.091074635468814
no_boundary_electrical_loss,rural,synthetic_mst,K0,60,20.0,60.0,20.0,0.5076923076923077,0.5185066620541615,4.066666666666666,-70.87485239502715,40.0,68.33333333333333,-61.307356221564156
no_boundary_electrical_loss,rural,synthetic_mst,K1,60,20.0,60.0,20.0,0.5076923076923077,0.5185066620541615,4.066666666666666,-70.7009204710792,41.66666666666667,68.33333333333333,-61.85974494261344
no_boundary_electrical_loss,rural,synthetic_mst,K2,60,20.0,60.0,20.0,0.5076923076923077,0.5185066620541615,4.066666666666666,-69.97755757430566,40.0,68.33333333333333,-60.89599667891466
no_boundary_electrical_loss,rural,synthetic_mst,K3,60,20.0,60.0,20.0,0.5076923076923077,0.5185066620541615,4.066666666666666,-70.49124725394537,40.0,68.33333333333333,-61.37066049024272
no_boundary_electrical_loss,suburban,original,K0,60,20.0,60.0,20.0,0.4888888888888889,0.49624733752163075,8.733333333333333,-70.30359352038558,45.0,70.0,-59.58497948626769
no_boundary_electrical_loss,suburban,original,K1,60,20.0,60.0,20.0,0.4888888888888889,0.49624733752163075,8.733333333333333,-69.8353498430209,45.0,70.0,-59.87461881732231
no_boundary_electrical_loss,suburban,original,K2,60,20.0,60.0,20.0,0.4888888888888889,0.49624733752163075,8.733333333333333,-67.93485602397824,45.0,70.0,-57.78813881503929
no_boundary_electrical_loss,suburban,original,K3,60,20.0,60.0,20.0,0.4888888888888889,0.49624733752163075,8.733333333333333,-69.27450110406484,45.0,70.0,-59.04135734504066
no_boundary_electrical_loss,suburban,synthetic_mst,K0,60,20.0,60.0,20.0,0.5253968253968254,0.5076328751512643,7.866666666666666,-67.08282888138861,43.333333333333336,70.0,-58.266513840514534
no_boundary_electrical_loss,suburban,synthetic_mst,K1,60,20.0,60.0,20.0,0.5253968253968254,0.5076328751512643,7.866666666666666,-66.61258476205549,43.333333333333336,70.0,-58.43676452059914
no_boundary_electrical_loss,suburban,synthetic_mst,K2,60,0.0,80.0,20.0,0.5444444444444444,0.5122605520719508,8.266666666666667,-68.50917539519779,63.33333333333333,90.0,-60.18624106849846
no_boundary_electrical_loss,suburban,synthetic_mst,K3,60,20.0,60.0,20.0,0.5253968253968254,0.5076328751512643,7.866666666666666,-66.05635338426006,43.333333333333336,70.0,-57.65552012560502
no_boundary_electrical_loss,urban,original,K0,60,20.0,60.0,20.0,0.47251461988304094,0.49998237911113746,12.066666666666666,-74.87129928006888,40.0,70.0,-63.76658925753585
no_boundary_electrical_loss,urban,original,K1,60,20.0,60.0,20.0,0.47251461988304094,0.49998237911113746,12.066666666666666,-74.66872710929125,40.0,70.0,-64.47601093014025
no_boundary_electrical_loss,urban,original,K2,60,20.0,60.0,20.0,0.47602339181286546,0.5008802555036548,12.133333333333333,-73.84774127380415,40.0,70.0,-63.33198418782272
no_boundary_electrical_loss,urban,original,K3,60,20.0,60.0,20.0,0.47251461988304094,0.49998237911113746,12.066666666666666,-74.42656252284984,40.0,70.0,-63.8688547611151
no_boundary_electrical_loss,urban,synthetic_mst,K0,60,20.0,60.0,20.0,0.4807017543859649,0.5026946261970006,11.133333333333333,-69.87550374242144,40.0,70.0,-61.119537396874996
no_boundary_electrical_loss,urban,synthetic_mst,K1,60,20.0,60.0,20.0,0.4807017543859649,0.5026946261970006,11.133333333333333,-69.37218793864392,40.0,70.0,-61.365718961650195
no_boundary_electrical_loss,urban,synthetic_mst,K2,60,20.0,60.0,20.0,0.4807017543859649,0.5026946261970006,11.133333333333333,-67.3716359560663,40.0,70.0,-59.14156163137297
no_boundary_electrical_loss,urban,synthetic_mst,K3,60,20.0,60.0,20.0,0.4807017543859649,0.5026946261970006,11.133333333333333,-68.77342802648218,40.0,70.0,-60.50776208518292
no_capacity_regularizer,rural,original,K0,60,65.0,25.0,10.0,0.1794871794871795,0.19008132239813108,1.0333333333333334,-11.154812705222605,0.0,0.0,0.0
no_capacity_regularizer,rural,original,K1,60,65.0,25.0,10.0,0.1794871794871795,0.19008132239813108,1.0333333333333334,-10.404581905846241,0.0,0.0,0.0
no_capacity_regularizer,rural,original,K2,60,65.0,25.0,10.0,0.1794871794871795,0.19008132239813108,1.0333333333333334,-10.692284985418716,0.0,0.0,0.0
no_capacity_regularizer,rural,original,K3,60,65.0,25.0,10.0,0.1794871794871795,0.19008132239813108,1.0333333333333334,-10.711991734592893,0.0,0.0,0.0
no_capacity_regularizer,rural,synthetic_mst,K0,60,60.0,30.0,10.0,0.1846153846153846,0.1774532767291624,0.8166666666666667,-9.567496173463,0.0,0.0,0.0
no_capacity_regularizer,rural,synthetic_mst,K1,60,60.0,30.0,10.0,0.1769230769230769,0.17143587654448683,0.8166666666666667,-8.84874739746822,1.6666666666666667,8.333333333333332,-0.007571869002451894
no_capacity_regularizer,rural,synthetic_mst,K2,60,60.0,30.0,10.0,0.1846153846153846,0.1774532767291624,0.8166666666666667,-9.092575384203421,0.0,5.0,-0.011014488812418162
no_capacity_regularizer,rural,synthetic_mst,K3,60,60.0,30.0,10.0,0.1846153846153846,0.1774532767291624,0.8166666666666667,-9.129373782766708,0.0,5.0,-0.008787019064059305
no_capacity_regularizer,suburban,original,K0,60,61.66666666666667,28.333333333333332,10.0,0.1626984126984127,0.20254520462349515,1.2666666666666666,-10.753553562303194,3.3333333333333335,16.666666666666664,-0.03493952818532335
no_capacity_regularizer,suburban,original,K1,60,65.0,25.0,10.0,0.15476190476190474,0.19054625503300465,1.0666666666666667,-9.960731025698594,0.0,0.0,0.0
no_capacity_regularizer,suburban,original,K2,60,65.0,25.0,10.0,0.15753968253968254,0.19729103639998477,1.1333333333333333,-10.151922841848599,0.0,8.333333333333332,-0.005205632909657491
no_capacity_regularizer,suburban,original,K3,60,65.0,25.0,10.0,0.15476190476190474,0.19054625503300465,1.0666666666666667,-10.23314375902417,0.0,0.0,0.0
no_capacity_regularizer,suburban,synthetic_mst,K0,60,63.33333333333333,26.666666666666668,10.0,0.173015873015873,0.18240742017951242,1.0333333333333334,-8.83758412216039,0.0,18.333333333333332,-0.021269081286318364
no_capacity_regularizer,suburban,synthetic_mst,K1,60,63.33333333333333,26.666666666666668,10.0,0.16547619047619047,0.18006457206131424,0.8666666666666667,-8.176811892734321,0.0,1.6666666666666667,-0.0009916512779758653
no_capacity_regularizer,suburban,synthetic_mst,K2,60,63.33333333333333,26.666666666666668,10.0,0.16666666666666666,0.18037983771828248,0.9166666666666666,-8.322975819357652,0.0,5.0,-4.149265832665468e-05
no_capacity_regularizer,suburban,synthetic_mst,K3,60,63.33333333333333,26.666666666666668,10.0,0.16547619047619047,0.18006457206131424,0.8666666666666667,-8.400833258655041,0.0,0.0,0.0
no_capacity_regularizer,urban,original,K0,60,60.0,30.0,10.0,0.1760233918128655,0.19936208210761136,2.183333333333333,-11.112555087701411,0.0,5.0,-0.007845065168366479
no_capacity_regularizer,urban,original,K1,60,60.0,30.0,10.0,0.17163742690058478,0.19509968872719935,2.1166666666666667,-10.19513113367022,0.0,5.0,-0.0024149545192057626
no_capacity_regularizer,urban,original,K2,60,60.0,30.0,10.0,0.17163742690058478,0.19509968872719935,2.1166666666666667,-10.515757085981427,0.0,0.0,0.0
no_capacity_regularizer,urban,original,K3,60,60.0,30.0,10.0,0.17163742690058478,0.19509968872719935,2.1166666666666667,-10.557707761734736,0.0,0.0,0.0
no_capacity_regularizer,urban,synthetic_mst,K0,60,60.0,30.0,10.0,0.1780701754385965,0.18961832614724453,1.2666666666666666,-8.757592665820617,0.0,5.0,-0.0016263202741685135
no_capacity_regularizer,urban,synthetic_mst,K1,60,60.0,30.0,10.0,0.17894736842105263,0.18978911886334068,1.2166666666666666,-8.015965706480848,0.0,1.6666666666666667,-0.009496729487135624
no_capacity_regularizer,urban,synthetic_mst,K2,60,60.0,30.0,10.0,0.1780701754385965,0.18961832614724453,1.2666666666666666,-8.230085114519293,0.0,5.0,-1.0789825971476337e-05
no_capacity_regularizer,urban,synthetic_mst,K3,60,60.0,30.0,10.0,0.17894736842105263,0.18978911886334068,1.2166666666666666,-8.29218458320539,0.0,1.6666666666666667,-0.026518641906129937
no_endpoint_mismatch_loss,rural,original,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,11.154812705222605
no_endpoint_mismatch_loss,rural,original,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.404581905846241
no_endpoint_mismatch_loss,rural,original,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.692284985418716
no_endpoint_mismatch_loss,rural,original,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.711991734592893
no_endpoint_mismatch_loss,rural,synthetic_mst,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.567496173463
no_endpoint_mismatch_loss,rural,synthetic_mst,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38.333333333333336,38.333333333333336,8.841175528465767
no_endpoint_mismatch_loss,rural,synthetic_mst,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.081560895391004
no_endpoint_mismatch_loss,rural,synthetic_mst,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,9.120586763702647
no_endpoint_mismatch_loss,suburban,original,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.718614034117874
no_endpoint_mismatch_loss,suburban,original,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,9.960731025698594
no_endpoint_mismatch_loss,suburban,original,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.146717208938941
no_endpoint_mismatch_loss,suburban,original,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10.23314375902417
no_endpoint_mismatch_loss,suburban,synthetic_mst,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,36.666666666666664,8.816315040874072
no_endpoint_mismatch_loss,suburban,synthetic_mst,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,36.666666666666664,8.175820241456345
no_endpoint_mismatch_loss,suburban,synthetic_mst,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,36.666666666666664,8.322934326699324
no_endpoint_mismatch_loss,suburban,synthetic_mst,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,36.666666666666664,8.400833258655041
no_endpoint_mismatch_loss,urban,original,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,11.104710022533045
no_endpoint_mismatch_loss,urban,original,K1,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,10.192716179151013
no_endpoint_mismatch_loss,urban,original,K2,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,10.515757085981427
no_endpoint_mismatch_loss,urban,original,K3,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,10.557707761734736
no_endpoint_mismatch_loss,urban,synthetic_mst,K0,60,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,8.755966345546447
